flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method,mis_question_order
535151018,Sanitation Information,Number of households that have hand washing facilities with soap in or near (on premise) their sanitation facilities?,527251015,,,,,100,high,manual,
535151018,Sanitation Information,How many households have no toilets?,527251016,,,,,61.54,none,none,
535151018,Sanitation Information,Total number of toilets in other places such as church and community Hall and communal toilets?,527251017,,,,,75,none,none,
535151018,Sanitation Information,What is the number of compost toilets?,527251018,,,,,70,none,none,
535151018,Sanitation Information,Does the households in your community have handwashing facilties?,527251019,,,,,66.67,none,none,
535151018,Sanitation Information,What is the number of flush toilets?,527251020,,,,,75,none,none,
535151018,Sanitation Information,What is the number of water seal toilets?,527251021,,,,,66.67,none,none,
535151018,Sanitation Information,Indicate if households in the community dispose their faecal sludge in the following ways. Choose all that apply?,527251022,,,,,70,none,none,
535151018,Sanitation Information,"Types of toilets in other places such as churches,community hall or communal toilets?",527691131,,,,,52.17,none,none,
535151018,Sanitation Information,"Number of compost toilets in churches,community hall or communal toilets?",527691132,,,,,74.29,none,none,
535151018,Sanitation Information,What is the disposal system for flush toilets?,529581008,,,,,69.77,none,none,
535151018,Sanitation Information,Provide the number of the other type of toilet?,536671028,,,,,65,none,none,
535151018,Sanitation Information,Do you have physically challenged members in the community?,536671029,,,,,58.33,none,none,
535151018,Sanitation Information,Which of the following sanitation facilities are used by the households in this village/settlement? (Select all that apply),536671030,,,,,66.67,none,none,
535151018,Sanitation Information,How many households practice open defecation?,536671031,,,,,63.16,none,none,
535151018,Sanitation Information,How many households generally use household toilet?,536671032,,,,,65,none,none,
535151018,Sanitation Information,How many households generally use community toilet?,536671034,,,,,61.54,none,none,
535151018,Sanitation Information,What is the number of pit toilets?,536671035,,,,,70,none,none,
535151018,Sanitation Information,Is there any other types of Toilet?,536671036,,,,,55.17,none,none,
535151018,Sanitation Information,What are the different types of toilets that households use in the village/settlement? Choose all that apply.,536671037,,,,,66.67,none,none,
535151018,Sanitation Information,What is the number of cesspit?,541850995,,,,,68,none,none,
535151018,Sanitation Information,"Number of flush toilets in churches,community hall or communal toilet?",544621133,,,,,75,none,none,
535151018,Sanitation Information,What is the number of septic tanks,546301016,,,,,70,none,none,
535151018,Sanitation Information,What is the number of drums?,546320929,,,,,66.67,none,none,
535151018,Sanitation Information,"Number of pit toilets in churches,community hall or communal toilet?",549801112,,,,,75,none,none,
535151018,Sanitation Information,"Number of water seal toilets in churches,community hall or communal toilet?",549831156,,,,,72.73,none,none,
535151018,Village Level Water Information,What is the number of private water supply?,415601047,,,,,66.67,none,none,
535151018,Village Level Water Information,What is the total number of water points for Rural Water Scheme?,529311013,,,,,75,none,none,
535151018,Village Level Water Information,What is the total number of water points for MRD Borehole Scheme?,529311015,,,,,75,none,none,
535151018,Village Level Water Information,How many storage tanks are there in this village/settlement?,529311016,,,,,66.67,none,none,
535151018,Village Level Water Information,Which of the following water supply systems are present in the village/settlement?,529311018,,,,,66.67,none,none,
535151018,Village Level Water Information,How many reservoirs are there in this village/settlement?,529311021,,,,,66.67,none,none,
535151018,Village Level Water Information,What is the total number of water points for WAF Urban Water Supply?,529311022,,,,,75,none,none,
535151018,Village Level Water Information,Has there been a recent outbreak of water borne diseases in your village?,535151023,,,,,70,none,none,
535151018,Village Level Water Information,What is the total number of private water points for rainwater harvesting systems?,535470960,,,,,75,none,none,
535151018,Village Level Water Information,What was the water borne disease?,536671014,,,,,60.87,none,none,
535151018,Village Level Water Information,What is the total number of public water points for rainwater harvesting systems?,541070973,,,,,75,none,none,
535151018,Village Level Water Information,What is the total number of rainwater harvesting tanks in the village/settlement?,544470993,,,,,75,none,none,
535151018,Water System Information & Water Quality Test,Take GPS location of the water system,415600933,,,,,100,high,manual,
535151018,Water System Information & Water Quality Test,What is the Risk Level for the CBT value obtained?,497160931,,,,,70,none,none,
535151018,Water System Information & Water Quality Test,Is this a primary or secondary water system?,519610967,,,,,60.61,none,none,
535151018,Water System Information & Water Quality Test,What is the method of water testing to be used?,530860978,,,,,71.43,none,none,
535151018,Water System Information & Water Quality Test,What is the result of CBT Bag  Test?,532450932,,,,,75.56,none,none,
535151018,Water System Information & Water Quality Test,Type of improved water system,535141029,,,,,58.33,none,none,
535151018,Water System Information & Water Quality Test,Who is responsible for the maintenance of the water system? (Select all that apply),535141030,,,,,53.06,none,none,
535151018,Water System Information & Water Quality Test,What is the main source of drinking water in dry season?,535141031,,,,,65.12,none,none,
535151018,Water System Information & Water Quality Test,What is your main source of drinking water in wet season?,535141032,,,,,52.63,none,none,
535151018,Water System Information & Water Quality Test,Is your water system affected during dry season?,535141033,,,,,49.32,none,none,
535151018,Water System Information & Water Quality Test,What is the type of water supply for this water system?,535141034,,,,,74.42,none,none,
535151018,Water System Information & Water Quality Test,How is your water system affected in wet season?,535141035,,,,,52.87,none,none,
535151018,Water System Information & Water Quality Test,How is your water system affected in dry season?,535151020,,,,,50.57,none,none,
535151018,Water System Information & Water Quality Test,Is your water system affected in wet season?,535151022,,,,,53.01,none,none,
535151018,Water System Information & Water Quality Test,Who is the provider of the piped water supply?,535151024,,,,,69.57,none,none,
535151018,Water System Information & Water Quality Test,What is the type of water system?,535151025,,,,,74.42,none,none,
535151018,Water System Information & Water Quality Test,Is this water system shared with other institutions?,535151026,,,,,57.14,none,none,
535151018,Water System Information & Water Quality Test,Is there a tariff and levy collection for  this water system?,535151027,,,,,58.33,none,none,
535151018,Water System Information & Water Quality Test,What is the flow/discharge rate from this system? (Calculate by measuring the amount of liters per second),535151028,,,,,65,none,none,
535151018,Water System Information & Water Quality Test,Is the water from this water system treated?,535151029,,,,,62.5,none,none,
535151018,Water System Information & Water Quality Test,Is the water supply from this system available 24/7 or are there interruptions in supply?,536671015,,,,,62.5,none,none,
535151018,Water System Information & Water Quality Test,Can you measure the flow/discharge rate from this water system?,536671016,,,,,57.89,none,none,
535151018,Water System Information & Water Quality Test,What is the nearest known landmark to this water system?,536671017,,,,,72.73,none,none,
535151018,Water System Information & Water Quality Test,How long does the furthest house take to reach water system? (in minutes),536671018,,,,,57.14,none,none,
535151018,Water System Information & Water Quality Test,How many households use this water system?,536671019,,,,,61.54,none,none,
535151018,Water System Information & Water Quality Test,Type of unimproved water system,536671020,,,,,58.33,none,none,
535151018,Water System Information & Water Quality Test,What type of water treatment technology is used?,536671021,,,,,55.56,none,none,
535151018,Water System Information & Water Quality Test,"Is the water system shared with any institution i.e. a school, healthcare centre, common place etc.? (Select all that apply)",536671022,,,,,62.5,none,none,
535151018,Water System Information & Water Quality Test,How much tariff/levy is paid per month?,536671023,,,,,50,none,none,
535151018,Water System Information & Water Quality Test,Take the photo of the water quality sampling  point?,536930972,,,,,54.55,none,none,
535151018,Water System Information & Water Quality Test,Conduct E.Coli test using Aguagenx CBT Bag Test,541050982,,,,,51.16,none,none,
535151018,Water System Information & Water Quality Test,What is the source for the rural water scheme?,546361121,,,,,69.57,none,none,
