flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method
8520967,Filtration,Take Photo of the risks/Backwash Sludge Removal System,4540926,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Filtration,Are there any risks associated with the Floc Tanks?,4550924,1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749651430476,89.13,medium,text_similarity
8520967,Filtration,Are there any Floc Tanks used in the Plant?,4570923,,,,,65.88,none,none
8520967,Filtration,Types of Backwash Sludge Removal System,5670930,,,,,53.33,none,none
8520967,Filtration,What are these risks?,5710925,1749640508297,Disinfection,What are these risks associated with Chlorine Gas dosing?,1749650717402,97.56,high,text_similarity
8520967,Filtration,What are these risks?,620923,1749640508297,Disinfection,What are these risks associated with Chlorine Gas dosing?,1749650717402,97.56,high,text_similarity
8520967,Filtration,Types of Clarifiers/Sedimentation Tanks at the Plant,6650926,,,,,59.34,none,none
8520967,Filtration,Take photo of the risks/Filtration System,7580932,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Filtration,How many Clarifiers/Sedimentation Tanks are there?,7590922,,,,,52.0,none,none
8520967,Filtration,Are there any risks associated with the Backwash Sludge Removal System?,7600928,1749640508297,Disinfection,Are there any risks associated with Chlorine Gas dosing?,1749650600909,81.63,low,text_similarity
8520967,Filtration,Are there any Filtration System at the Plant?,7610924,,,,,66.67,none,none
8520967,Filtration,Are there any risks associated with the Filtration System?,7620924,1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749651430476,82.83,low,text_similarity
8520967,Filtration,How many Floc Tanks are there at the Plant?,8670926,,,,,65.82,none,none
8520967,Filtration,Are there any Backwash Sludge Removal System at the Plant?,8670928,,,,,60.19,none,none
8520967,Filtration,What is the other type of system you have?,8910935,,,,,66.67,none,none
8520967,Filtration,Take Photo of the risk/Floc Tanks,9630932,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Filtration,What are these risks?,9640926,1749640508297,Disinfection,What are these risks associated with Chlorine Gas dosing?,1749650717402,97.56,high,text_similarity
8520967,Plant Mag Flow Meters,What are type of Flow Meters?,1660936,,,,,64.0,none,none
8520967,Plant Mag Flow Meters,What are this risks?,1680943,1749640508297,Disinfection,What are these risks associated with Chlorine Gas dosing?,1749650717402,90.0,medium,text_similarity
8520967,Plant Mag Flow Meters,Take Photo of the risks/High Lift Pumps,2650935,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Plant Mag Flow Meters,What are these risks?,3700935,1749640508297,Disinfection,What are these risks associated with Chlorine Gas dosing?,1749650717402,97.56,high,text_similarity
8520967,Plant Mag Flow Meters,Are there any High Lift Pumps at the Plant?,4550931,,,,,61.76,none,none
8520967,Plant Mag Flow Meters,Are there any risks associated with the High Lift Pumps?,4550933,1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749651430476,84.54,low,text_similarity
8520967,Plant Mag Flow Meters,Are there Plant Mag Flow Meters in place?,5670938,,,,,54.84,none,none
8520967,Plant Mag Flow Meters,Are there any risks associated with the flow meters?,7590933,1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749651430476,88.17,medium,text_similarity
8520967,Plant Mag Flow Meters,Take Photo of the risks,7610938,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Plant Mag Flow Meters,Number of High Lift Pumps?,9640932,,,,,57.69,none,none
8520967,Raw Water Source,Are you able to take photo of risk?,13770920,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Raw Water Source,Are you able to take photo of the risks?,15730920,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Raw Water Source,Are there any risk associated with the source?,1660920,1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749651430476,93.18,medium,text_similarity
8520967,Raw Water Source,Are you able to take photo of risks?,19530921,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Raw Water Source,Take Photo of risks,2620922,1749640508297,Disinfection,Take Photo of risks/Chlorine Gas Dosing System,1749650754661,100.0,high,text_similarity
8520967,Raw Water Source,How many pumps are operational and on standby?,2630921,,,,,56.0,none,none
8520967,Raw Water Source,Take photo of the risks,2630922,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Raw Water Source,Please provide details of the risks,2640921,1749640508297,Constraints and Recommendation,Please provide details of production constraints,1749651934376,85.71,medium,text_similarity
8520967,Raw Water Source,What is the raw water source?,3680920,,,,,68.18,none,none
8520967,Raw Water Source,How is the raw water transported to the plant?,3680923,,,,,60.98,none,none
8520967,Raw Water Source,Take Photo of source,4530920,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Raw Water Source,Please provide details of the risk,5670920,1749640508297,Constraints and Recommendation,Please provide details of production constraints,1749651934376,87.1,medium,text_similarity
8520967,Raw Water Source,Are there any risks associated with the raw water gravity system?,5680921,1749640508297,Disinfection,Are there any risks associated with Chlorine Gas dosing?,1749650600909,82.0,low,text_similarity
8520967,Raw Water Source,Take photo of the risks,6620926,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Raw Water Source,Record line from Raw Water Source to the Treatment Plant,6620927,,,,,58.06,none,none
8520967,Raw Water Source,How many raw water pumps are there?,6640921,,,,,55.07,none,none
8520967,Raw Water Source,Please provide details of the risks,7550922,1749640508297,Constraints and Recommendation,Please provide details of production constraints,1749651934376,85.71,medium,text_similarity
8520967,Raw Water Source,Are there any risks associated with the pumps?,7560922,1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749651430476,94.25,medium,text_similarity
8520967,Raw Water Source,Are you able to physically visit the raw water source?,7570924,,,,,66.67,none,none
8520967,Raw Water Source,Take Geolocation of the raw water source,8650921,,,,,70.0,none,none
8520967,Raw Water Source,Are you able to visit the raw water source?,9790920,,,,,70.97,none,none
8520967,Reservoirs,Take Photo,10700924,1749640508297,Water Quality,Take Photo of Sampling Point,1749641023051,100.0,high,text_similarity
8520967,Reservoirs,Are you able to take photo of the Distribution Reservoir?,12810920,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Reservoirs,Are you able to take photo of the storage reservoir?,17530927,1749640508297,Photos of Inspections,Take Photo,1805756143034,100.0,high,text_similarity
8520967,Reservoirs,Take photo,19520923,1749640508297,Water Quality,Take Photo of Sampling Point,1749641023051,100.0,high,text_similarity
8520967,Reservoirs,Number of Distribution Reservoirs for the Plant?,7610935,,,,,58.82,none,none
8520967,Reservoirs,Number of Storage Reservoir at the Plant?,9660930,,,,,65.71,none,none
8520967,Staff and General Information,Number of staffs at the plant?,1580930,,,,,72.0,none,none
8520967,Staff and General Information,Do you have a OHS policy for the Plant?,20400920,,,,,58.62,none,none
8520967,Staff and General Information,Do plant staff comply to the requirements of the OHS Policy ?,23230922,,,,,51.85,none,none
8520967,Staff and General Information,Do your staff use OHS equipment at the work place?,25140924,,,,,53.57,none,none
8520967,Staff and General Information,What are the constraints or recommendations for professional developments?,510927,,,,,72.0,none,none
8520967,Staff and General Information,What professional development opportunities do they have?,5530957,,,,,56.6,none,none
8520967,Water Quality,What is the Residual Chlorine in mg/L?,21540929,1749640508297,Water Quality,What is the Residual Chlorine in mg/L?,1749641225922,100.0,high,text_similarity
8520967,Water Quality,Method of Water Testing used?,21550928,1749640508297,Water Quality,Method of Water Testing used?,1749640821051,100.0,high,text_similarity
8520967,Water Quality,What is the Alkalinity in mg/L?,23540929,,,,,72.73,none,none
8520967,Water Quality,What is the Temperature in Degrees Celcius?,23560933,,,,,67.86,none,none
8520967,Water Quality,Description of Sampling Point,24530926,1749640508297,Water Quality,Description of Sampling Point,1749641057577,100.0,high,text_similarity
8520967,Water Quality,Take Photo of Sampling Point,24540926,1749640508297,Water Quality,Take Photo of Sampling Point,1749641023051,100.0,high,text_similarity
8520967,Water Quality,What is the Turbidity in NTU?,24540927,1749640508297,Water Quality,What is the Turbidity in NTU?,1749641129391,100.0,high,text_similarity
8520967,Water Quality,What is the Salinity in PPT?,24540928,,,,,76.36,none,none
8520967,Water Quality,What is the Feacal Coliform in cfu/100ml?,25570920,1749640508297,Water Quality,What is the Fecal Coliform in cfu/100ml?,1749641436782,97.5,high,text_similarity
8520967,Water Quality,Are you able to take water sample?,26740920,1749640508297,Water Quality,Are you able to take water sample?,1749640788183,100.0,high,text_similarity
8520967,Water Quality,What is the Total Coliform in cfu/100ml?,27470920,1749640508297,Water Quality,What is the Total Coliform in cfu/100ml?,1749641401104,100.0,high,text_similarity
8520967,Water Quality,What is the pH?,28320926,1749640508297,General Information,What is the average daily production of the plant in megalitres?,1749640684970,88.89,medium,text_similarity
8520967,Water Quality,What is the number of E.Coli (using CBT bag test)?,340940965,1749640508297,Water Quality,What is the number of E.Coli (using CBT bag test)?,1749641099165,100.0,high,text_similarity
8520967,Water Quality,Which water quality checks are carried out at the plant?,3620927,1749640508297,Water Quality,Which water quality checks are carried out at the plant?,1749640555052,100.0,high,text_similarity
8520967,Water Treatment Plant Registration,Do you have the relevant Standard Operating Procedures(SOPs) for the treatment plant?,11020944,,,,,74.14,none,none
8520967,Water Treatment Plant Registration,Name of Contact Person,12790920,,,,,64.29,none,none
8520967,Water Treatment Plant Registration,Take Geolocation of Water Treatment Plant,14090921,,,,,70.0,none,none
8520967,Water Treatment Plant Registration,What is the average daily production of the plant in megalitres?,1580927,1749640508297,General Information,What is the average daily production of the plant in megalitres?,1749640684970,100.0,high,text_similarity
8520967,Water Treatment Plant Registration,When was the plant constructed?,16210920,,,,,60.0,none,none
8520967,Water Treatment Plant Registration,Who are members of this committee?,1680921,,,,,55.74,none,none
8520967,Water Treatment Plant Registration,Date of inspection?,17260920,1749640508297,General Information,Date of inspection?,1749640508299,100.0,high,text_similarity
8520967,Water Treatment Plant Registration,Contact number for contact person,17520924,,,,,51.52,none,none
8520967,Water Treatment Plant Registration,Which Division are you in ?,4450950,,,,,59.57,none,none
8520967,Water Treatment Plant Registration,Name of the Plant(Eastern),500923,,,,,69.23,none,none
8520967,Water Treatment Plant Registration,Do you have Drinking Water Safety Plan (DWSP) for the Treatment Plant?,5690920,,,,,58.82,none,none
8520967,Water Treatment Plant Registration,Do you have a DWSP Steering Committee?,5690922,,,,,62.16,none,none
8520967,Water Treatment Plant Registration,Name of the Plant(Central),6570923,,,,,65.38,none,none
8520967,Water Treatment Plant Registration,Name of the Plant(Northern),7490931,,,,,66.67,none,none
8520967,Water Treatment Plant Registration,Which SOPs do you have?,7850967,,,,,64.71,none,none
8520967,Water Treatment Plant Registration,What is the Designed Capacity of Plant in megalitres?,8510939,,,,,65.35,none,none
8520967,Water Treatment Plant Registration,Name of Plant (Western),9580922,,,,,59.26,none,none
