flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method
17260923,Sludge Aerobic Digestion,Comment on operation of the sludge aerobic digestion,11480928,,,,,64.71,none,none
17260923,Sludge Aerobic Digestion,Take photo of Sludge Aerobic Digestion,12490925,,,,,64.29,none,none
17260923,Sludge Handling,Comment on the sludge handling system,14490926,,,,,58.82,none,none
17260923,Sludge Handling,Take photo of sludge handling system,18140932,,,,,65.57,none,none
17260923,Stabilization Lagoons,Comment on the operation of the stabilization lagoons,14490923,,,,,64.71,none,none
17260923,Stabilization Lagoons,Take photo of the stabilization lagoon,16230925,,,,,75.41,none,none
17260923,Staff and General Information,What are the constraints or recommendations fro professional developments?,11430925,,,,,53.33,none,none
17260923,Staff and General Information,Number of staffs at the plant?,16210923,,,,,73.33,none,none
17260923,Staff and General Information,Contact number of plant supervisor,16210924,,,,,70.59,none,none
17260923,Staff and General Information,What professional development opportunities do they have?,17270927,,,,,58.82,none,none
17260923,Staff and General Information,Name of Plant Supervisor,19200927,1748903240763,WAF Registration,Name of the Plant,1748903442166,86.67,medium,text_similarity
17260923,Staff and General Information,Do you have a OHS Policy for the Plant?,21290920,,,,,75.0,none,none
17260923,Staff and General Information,Do your staff use OHS equipment at workplace?,22230921,,,,,48.48,none,none
17260923,Staff and General Information,Do plant staffs comply to the requirements  of the OHS Policy?,25140925,,,,,58.82,none,none
17260923,Trickling Filters,Take photo of Trickling Filter,11460924,,,,,72.0,none,none
17260923,Trickling Filters,Comment on the operation of the Trickling Filters,16240926,,,,,64.71,none,none
17260923,Wastewater Treatment Plant Registration,Plant inspection date?,10530927,,,,,63.41,none,none
17260923,Wastewater Treatment Plant Registration,Take photo of the treatment plant,10540923,1748903240763,WAF Registration,Take photo of the treatment plant,1748904831222,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,How many raw sewage pump stations?,11440926,,,,,47.06,none,none
17260923,Wastewater Treatment Plant Registration,What are the different treatment processes available at the plant?,11460921,,,,,76.47,none,none
17260923,Wastewater Treatment Plant Registration,What is the total population connected to this plant?,12450926,1748903240763,WAF Registration,What is the total population connected to this plant?,1748905778961,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,How many re-circulation pump stations?,12460924,,,,,44.78,none,none
17260923,Wastewater Treatment Plant Registration,Total number of pump stations,14460924,,,,,52.94,none,none
17260923,Wastewater Treatment Plant Registration,Take Geolocation of Waste water Treatment Plant,14460926,1748903240763,WAF Registration,Take Geolocation of Waste water Treatment Plant,1748904785806,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,Are there any pump station at the treatment plant?,15490922,,,,,79.37,none,none
17260923,Wastewater Treatment Plant Registration,Which Division are you in?,17290922,1748903240763,WAF Registration,Which Division are you in?,1748903240794,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,How many sludge pump stations?,17290923,,,,,44.83,none,none
17260923,Wastewater Treatment Plant Registration,How many supernatant pump stations?,18130925,,,,,49.28,none,none
17260923,Wastewater Treatment Plant Registration,What are types of pump stations?,19180924,,,,,60.0,none,none
17260923,Wastewater Treatment Plant Registration,Which Year was the plant commissioned?,19190925,1748903240763,WAF Registration,Which Year was the plant commissioned?,1748903539202,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,What is the Design Capacity of the Plant cubic metres per day?,19200924,1748903240763,WAF Registration,What is the Design Capacity of the Plant cubic metres per day?,1748903613622,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,Name of the Plant,19200925,1748903240763,WAF Registration,Name of the Plant,1748903442166,100.0,high,text_similarity
17260923,Wastewater Treatment Plant Registration,How many Effluent Pump Stations?,22740923,,,,,47.46,none,none
17260923,Wastewater Treatment Plant Registration,How many influent pump station,24910952,,,,,48.28,none,none
