flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id
17260923,Plant Effluent,What is the BOD in mg/L?,26220920,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Nitrate level in mg/L?,283670995,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Total Phosphorus in mg/L?,283680996,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,Are you able to take the sample?,28590921,1748905550055,Plant Effluent,Are you able to take the sample?,1748917751257
17260923,Plant Effluent,What is the TSS in mg/L?,291250987,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Ammonia level in mg/L?,291250988,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Total Alkalinity in mg/L?,291260997,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the COD in mg/L?,297600977,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Salinity in ppt?,303340967,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the pH?,309320993,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Nitrite Level in mg/L?,311400997,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Total Nitrogen level in mg/L?,311410997,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Conductivity in µS/cm,313530924,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Chloride level in mg/L?,315190996,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Preliminary Treatment,Comment on operation of the screening system,12480921,1748905550055,Preliminary Treatment,Comment on operation of the screening system,1748906571911
